txn_id,event_time,settlement_time,amount,currency,status,country,mcc,card_number,merchant_id,auth_code,settlement_date
TXN00000164,2026-01-02 16:31:16.423687,2026-01-03 09:31:16.423687,57.78,GBP,SETTLED,DE,5411,4242429201485176,MERCH9654,AUTH212580,2026-01-03
TXN00000165,2026-01-02 18:09:16.423687,2026-01-04 00:09:16.423687,54.52,USD,SETTLED,ZZ,5812,9999997967461663,MERCH5362,AUTH881844,2026-01-04
TXN00000166,2026-01-02 17:43:26.423687,2026-01-03 01:43:26.423687,5.22,USD,SETTLED,GB,5812,5432106213212937,MERCH9767,AUTH898910,2026-01-03
TXN00000167,2026-01-02 17:12:28.423687,2026-01-03 14:12:28.423687,197.45,USD,SETTLED,US,5812,5123454297340654,MERCH6715,AUTH443904,2026-01-03
TXN00000168,2026-01-02 17:23:18.423687,2026-01-04 23:23:18.423687,3.89,CAD,SETTLED,ZZ,5812,3782827336337268,MERCH7540,AUTH583648,2026-01-04
TXN00000169,2026-01-02 17:14:19.423687,2026-01-05 11:14:19.423687,22.62,USD,SETTLED,US,5411,5432103518194749,MERCH5332,AUTH846705,2026-01-05
TXN00000170,2026-01-02 16:30:00.423687,2026-01-05 01:30:00.423687,13.31,JPY,FAILED,US,7011,4111118783419524,MERCH1388,AUTH773533,
TXN00000171,2026-01-02 17:54:01.423687,2026-01-04 04:54:01.423687,4.16,USD,SETTLED,CA,ABCD,5123453419551855,MERCH6867,AUTH367756,2026-01-04
TXN00000172,2026-01-02 17:53:36.423687,2026-01-04 00:53:36.423687,17.95,EUR,SETTLED,AU,5999,3782828522748449,MERCH8285,AUTH282742,2026-01-04
TXN00000173,2026-01-02 16:49:08.423687,2026-01-04 06:49:08.423687,6.61,EUR,PENDING,CA,5999,3782823469058437,MERCH4934,AUTH430974,
TXN00000174,2026-01-02 17:23:58.423687,2026-01-03 16:23:58.423687,22.41,USD,SETTLED,GB,5411,4111111226664971,MERCH9095,AUTH927029,2026-01-03
TXN00000175,2026-01-02 16:35:32.423687,2026-01-05 11:35:32.423687,36.77,USD,SETTLED,US,5999,4242426510642167,MERCH8155,AUTH200173,2026-01-05
TXN00000176,2026-01-02 18:04:45.423687,2026-01-04 01:04:45.423687,182.71,XXX,PENDING,CA,5411,5432109300563559,MERCH7993,AUTH988575,
TXN00000177,2026-01-02 18:25:30.423687,2026-01-05 00:25:30.423687,31.85,EUR,SETTLED,AU,5999,5123451694872120,MERCH2575,AUTH485540,2026-01-05
TXN00000178,2026-01-02 17:59:28.423687,2026-01-03 04:59:28.423687,8.03,EUR,SETTLED,US,7011,4242422954255045,MERCH2406,AUTH895255,2026-01-03
TXN00000179,2026-01-02 16:46:25.423687,2026-01-04 18:46:25.423687,11.16,EUR,SETTLED,GB,5999,4242421577970756,MERCH7171,AUTH185230,2026-01-04
TXN00000180,2026-01-02 17:17:34.423687,2026-01-05 16:17:34.423687,24.78,USD,SETTLED,CA,5812,3782821008009698,MERCH7928,AUTH632359,2026-01-05
TXN00000181,2026-01-02 17:58:04.423687,2026-01-03 02:58:04.423687,23.11,EUR,SETTLED,AU,5411,5432104972634521,MERCH1076,AUTH673553,2026-01-03
TXN00000182,2026-01-02 16:58:50.423687,2026-01-04 16:58:50.423687,179.36,GBP,PENDING,CA,7011,5432101908383265,MERCH8775,AUTH157124,
TXN00000183,2026-01-02 18:08:21.423687,2026-01-05 06:08:21.423687,162.88,USD,SETTLED,US,5541,5432102144693560,MERCH6888,AUTH891452,2026-01-05
TXN00000184,2026-01-02 16:37:28.423687,2026-01-03 10:37:28.423687,11.72,USD,PENDING,GB,5999,9999991010892949,MERCH3101,AUTH307542,
TXN00000185,2026-01-02 18:19:22.423687,2026-01-03 16:19:22.423687,8.82,USD,SETTLED,GB,5812,4111112571570919,MERCH7999,AUTH486650,2026-01-03
TXN00000186,2026-01-02 18:26:46.423687,2026-01-04 15:26:46.423687,1.0,GBP,FAILED,CA,5812,4242422479546877,MERCH8867,AUTH269585,
TXN00000187,2026-01-02 17:52:26.423687,2026-01-03 10:52:26.423687,8.82,CAD,SETTLED,CA,7011,5123455150395714,MERCH7363,AUTH779074,2026-01-03
TXN00000188,2026-01-02 16:34:34.423687,2026-01-03 10:34:34.423687,4.63,USD,SETTLED,US,5411,3782827855514756,MERCH9926,AUTH257604,2026-01-03
TXN00000189,2026-01-02 18:10:16.423687,2026-01-04 09:10:16.423687,11.8,EUR,SETTLED,US,5411,5432104257534866,MERCH2887,AUTH851202,2026-01-04
TXN00000190,2026-01-02 17:37:35.423687,2026-01-04 23:37:35.423687,36.14,USD,SETTLED,US,5812,5432106654553012,MERCH6441,AUTH850333,2026-01-04
TXN00000191,2026-01-02 17:19:38.423687,2026-01-03 13:19:38.423687,26.2,USD,SETTLED,US,7011,5432107772141260,MERCH3720,AUTH798780,2026-01-03
TXN00000192,2026-01-02 17:40:09.423687,2026-01-03 14:40:09.423687,19.2,USD,SETTLED,GB,5411,5432105552671175,MERCH8088,AUTH198095,2026-01-03
TXN00000193,2026-01-02 17:08:34.423687,2026-01-05 04:08:34.423687,27.1,GBP,SETTLED,US,5411,4242425563003122,MERCH7824,AUTH583642,
TXN00000194,2026-01-02 16:46:43.423687,2026-01-04 03:46:43.423687,16.62,EUR,FAILED,AU,5812,3782821356606302,MERCH7727,AUTH708758,
TXN00000195,2026-01-02 17:56:19.423687,2026-01-03 23:56:19.423687,26.99,USD,PENDING,GB,5541,4111111533109800,MERCH4197,AUTH863532,
TXN00000196,2026-01-02 18:12:13.423687,2026-01-03 20:12:13.423687,1.0,USD,SETTLED,CA,7011,3782826474423218,MERCH1293,AUTH135549,2026-01-03
TXN00000197,2026-01-02 17:06:31.423687,2026-01-04 07:06:31.423687,13.41,CAD,SETTLED,GB,5812,4242428322123478,MERCH2883,,2026-01-04
TXN00000198,2026-01-02 18:12:44.423687,2026-01-03 19:12:44.423687,17.01,USD,PENDING,DE,5812,5123455513936985,MERCH1350,AUTH180892,
TXN00000199,2026-01-02 18:20:51.423687,2026-01-03 01:20:51.423687,12.04,EUR,SETTLED,AU,5812,3782825233464560,MERCH6670,AUTH295328,2026-01-03
TXN00000200,2026-01-02 17:19:54.423687,2026-01-04 09:19:54.423687,14.48,USD,SETTLED,GB,5411,3782829112363247,MERCH8253,AUTH314839,2026-01-04
TXN00000201,2026-01-02 17:17:04.423687,2026-01-03 18:17:04.423687,57.68,CAD,SETTLED,US,5999,4111113157449513,MERCH3304,AUTH815173,2026-01-03
TXN00000202,2026-01-02 16:44:02.423687,2026-01-05 02:44:02.423687,8.19,GBP,SETTLED,US,5411,4242425572685041,MERCH4015,AUTH643690,
TXN00000203,2026-01-02 17:39:48.423687,2026-01-02 21:39:48.423687,545.15,EUR,PENDING,AU,7011,5123452345810543,MERCH2262,AUTH271574,
TXN00000204,2026-01-02 17:12:52.423687,2026-01-03 17:12:52.423687,56.4,USD,SETTLED,CA,5541,5432101227265043,MERCH5623,AUTH982382,2026-01-03
TXN00000205,2026-01-02 17:37:22.423687,2026-01-03 14:37:22.423687,19.9,USD,SETTLED,US,999,5123458730183961,MERCH8346,,2026-01-03
TXN00000206,2026-01-02 16:43:05.423687,2026-01-04 11:43:05.423687,14.73,USD,PENDING,CA,5812,5432103915280760,MERCH6702,AUTH358394,
TXN00000207,2026-01-02 17:52:43.423687,2026-01-03 14:52:43.423687,17.64,JPY,FAILED,US,7011,5432109031838554,MERCH6439,AUTH583360,
TXN00000208,2026-01-02 16:49:32.423687,2026-01-04 10:49:32.423687,5.09,EUR,SETTLED,US,7011,5123456432305456,MERCH2806,AUTH635086,2026-01-04
TXN00000209,2026-01-02 18:16:18.423687,2026-01-03 00:16:18.423687,17.41,USD,SETTLED,CA,5812,5123457340811875,MERCH9394,AUTH449338,2026-01-03
TXN00000210,2026-01-02 17:47:13.423687,2026-01-03 06:47:13.423687,30.51,USD,PENDING,CA,5999,5432105851606684,MERCH5414,AUTH930382,
TXN00000211,2026-01-02 17:19:30.423687,2026-01-04 01:19:30.423687,47.91,USD,SETTLED,AU,5541,4242429069424091,MERCH1766,AUTH923951,2026-01-04
TXN00000212,2026-01-02 17:25:46.423687,2026-01-02 23:25:46.423687,47.92,EUR,SETTLED,AU,5411,4242428617590435,MERCH2708,,2026-01-02
TXN00000213,2026-01-02 16:35:14.423687,2026-01-04 13:35:14.423687,13.3,EUR,SETTLED,GB,5812,4111117742621391,MERCH9637,AUTH859022,2026-01-04
TXN00000214,2026-01-02 18:07:59.423687,2026-01-03 22:07:59.423687,2.4,EUR,SETTLED,US,5411,4242422207148511,MERCH1981,AUTH941217,2026-01-03
TXN00000215,2026-01-02 16:45:20.423687,2026-01-03 03:45:20.423687,7.36,JPY,SETTLED,CA,5812,3782821670529966,MERCH4196,AUTH961994,2026-01-03
TXN00000216,2026-01-02 17:28:51.423687,2026-01-03 16:28:51.423687,225.49,JPY,SETTLED,US,5999,5123453532584818,MERCH8458,AUTH835086,2026-01-03
TXN00000217,2026-01-02 17:58:01.423687,2026-01-05 05:58:01.423687,77.02,JPY,SETTLED,AU,7011,4111115304908188,MERCH4966,,2026-01-05
TXN00000218,2026-01-02 16:29:34.423687,2026-01-05 00:29:34.423687,34.97,GBP,SETTLED,US,5541,4111117540551024,MERCH8718,AUTH620110,2026-01-05
TXN00000219,2026-01-02 17:14:29.423687,2026-01-03 16:14:29.423687,6.41,USD,PENDING,US,5812,4111117390278692,MERCH5529,AUTH703256,
TXN00000220,2026-01-02 17:28:10.423687,2026-01-03 06:28:10.423687,20.2,USD,SETTLED,US,5541,5432101180821956,MERCH6230,AUTH990367,2026-01-03
TXN00000221,2026-01-02 18:25:41.423687,2026-01-05 18:25:41.423687,3.05,XXX,SETTLED,GB,5541,4242425329636692,MERCH3090,AUTH207718,2026-01-05
TXN00000222,2026-01-02 18:07:35.423687,2026-01-05 14:07:35.423687,8.78,USD,SETTLED,US,5541,5123459207188078,MERCH7266,AUTH522116,2026-01-05
TXN00000223,2026-01-02 18:07:49.423687,2026-01-03 01:07:49.423687,13.9,EUR,SETTLED,ZZ,5411,4111113586585073,MERCH6269,AUTH729946,2026-01-03
TXN00000224,2026-01-02 18:05:05.423687,2026-01-04 01:05:05.423687,11.68,JPY,SETTLED,US,5999,4111115362852030,MERCH9224,AUTH434222,2026-01-04
TXN00000225,2026-01-02 18:03:50.423687,2026-01-03 08:03:50.423687,84.34,USD,SETTLED,AU,5411,5123458964500681,MERCH1952,AUTH499114,2026-01-03
TXN00000226,2026-01-02 17:58:05.423687,2026-01-04 23:58:05.423687,2.39,XXX,FAILED,AU,7011,4111112721265315,MERCH6128,AUTH270491,
TXN00000227,2026-01-02 17:28:21.423687,2026-01-03 13:28:21.423687,5.48,JPY,SETTLED,US,5812,4242428953458530,MERCH9449,AUTH538756,2026-01-03
TXN00000228,2026-01-02 17:08:14.423687,2026-01-04 00:08:14.423687,2.55,USD,PENDING,CA,7011,5432103803506294,MERCH6247,AUTH622237,
TXN00000229,2026-01-02 17:25:20.423687,2026-01-04 09:25:20.423687,3.14,USD,SETTLED,US,5541,3782827245254157,MERCH6596,AUTH746763,2026-01-04
TXN00000230,2026-01-02 18:14:46.423687,2026-01-03 16:14:46.423687,24.19,JPY,FAILED,US,5999,5432105325896023,MERCH6825,AUTH519234,
TXN00000231,2026-01-02 18:12:29.423687,2026-01-05 04:12:29.423687,1.82,USD,SETTLED,AU,5812,4111117391402623,MERCH6217,AUTH667064,2026-01-05
TXN00000232,2026-01-02 16:30:37.423687,2026-01-03 09:30:37.423687,62.23,USD,SETTLED,US,5999,4242428441584142,MERCH5253,AUTH988663,2026-01-03
TXN00000233,2026-01-02 16:48:25.423687,2026-01-04 16:48:25.423687,13.87,EUR,SETTLED,US,5999,4111113147480757,MERCH5759,AUTH526371,2026-01-04
TXN00000234,2026-01-02 17:37:58.423687,2026-01-04 21:37:58.423687,22.27,USD,SETTLED,AU,5541,3782823500019596,MERCH9007,AUTH616217,2026-01-04
TXN00000235,2026-01-02 17:11:07.423687,2026-01-02 20:11:07.423687,32.59,EUR,SETTLED,US,5411,4242422152243639,MERCH3367,AUTH867295,2026-01-02
TXN00000236,2026-01-02 18:25:44.423687,2026-01-05 09:25:44.423687,10.47,EUR,SETTLED,US,7011,4111116384641509,MERCH3123,AUTH881896,2026-01-05
TXN00000237,2026-01-02 17:37:19.423687,2026-01-04 09:37:19.423687,94.51,EUR,SETTLED,CA,5812,5123455272428765,MERCH9389,AUTH231812,2026-01-04
TXN00000238,2026-01-02 17:37:02.423687,2026-01-05 01:37:02.423687,15.01,USD,SETTLED,US,5411,4242424734818014,MERCH9002,AUTH693548,2026-01-05
TXN00000239,2026-01-02 17:42:45.423687,2026-01-05 01:42:45.423687,48.96,JPY,PENDING,CA,ABCD,4111114771356597,MERCH6175,AUTH678022,
TXN00000240,2026-01-02 16:45:31.423687,2026-01-03 13:45:31.423687,14.9,XXX,SETTLED,US,5999,3782829013184868,MERCH6903,AUTH138732,2026-01-03
TXN00000241,2026-01-02 17:13:40.423687,2026-01-03 12:13:40.423687,31.07,USD,SETTLED,AU,7011,5123459652144227,MERCH8962,AUTH636662,2026-01-03
TXN00000242,2026-01-02 17:35:03.423687,2026-01-03 18:35:03.423687,30.55,JPY,SETTLED,CA,5541,8888884091151169,MERCH5588,AUTH311223,2026-01-03
TXN00000243,2026-01-02 16:41:04.423687,2026-01-03 22:41:04.423687,29.22,USD,SETTLED,US,5812,4242424968267644,MERCH2330,AUTH736606,2026-01-03
TXN00000244,2026-01-02 17:41:14.423687,2026-01-04 08:41:14.423687,4.66,USD,PENDING,US,7011,3782821438975005,MERCH3246,AUTH366763,
TXN00000245,2026-01-02 18:05:56.423687,2026-01-05 03:05:56.423687,38.62,GBP,SETTLED,AU,5812,4111117558050253,MERCH3874,AUTH491640,2026-01-05
TXN00000246,2026-01-02 17:17:08.423687,2026-01-05 10:17:08.423687,12.45,USD,SETTLED,US,ABCD,4242421060097564,MERCH1681,AUTH965234,2026-01-05
TXN00000247,2026-01-02 16:57:28.423687,2026-01-03 11:57:28.423687,51.71,USD,SETTLED,US,5812,4242429534120658,MERCH7264,AUTH942137,2026-01-03
TXN00000248,2026-01-02 17:44:36.423687,2026-01-03 19:44:36.423687,1.0,USD,PENDING,CA,5541,4111114089154557,MERCH7928,AUTH896346,
TXN00000249,2026-01-02 17:13:11.423687,2026-01-03 14:13:11.423687,2.23,USD,SETTLED,CA,5812,5432105203028203,MERCH3027,AUTH743026,2026-01-03
TXN00000250,2026-01-02 16:39:26.423687,2026-01-05 12:39:26.423687,34.65,USD,FAILED,US,5411,4111117916032446,MERCH5803,,
TXN00000251,2026-01-02 17:03:52.423687,2026-01-03 15:03:52.423687,328.45,EUR,SETTLED,CA,5541,3782828039238388,MERCH5392,AUTH802676,2026-01-03
TXN00000252,2026-01-02 17:35:53.423687,2026-01-03 23:35:53.423687,70.29,USD,SETTLED,CA,5411,4111111257288243,MERCH2079,AUTH545752,2026-01-03
TXN00000253,2026-01-02 16:59:58.423687,2026-01-05 08:59:58.423687,7.22,USD,PENDING,DE,7011,3782826530893439,MERCH7726,AUTH724517,
TXN00000254,2026-01-02 16:54:31.423687,2026-01-03 08:54:31.423687,1.59,GBP,SETTLED,US,5411,5432108056155788,MERCH3251,AUTH848231,2026-01-03
TXN00000255,2026-01-02 17:10:44.423687,2026-01-03 06:10:44.423687,61.19,USD,SETTLED,US,5411,4111119556630274,MERCH8710,AUTH351465,2026-01-03
TXN00000256,2026-01-02 17:02:53.423687,2026-01-04 08:02:53.423687,17.8,XXX,SETTLED,US,5999,4242422128675011,MERCH1518,AUTH804399,2026-01-04
TXN00000257,2026-01-02 17:21:07.423687,2026-01-03 16:21:07.423687,48.72,USD,SETTLED,AU,5812,3782829585798825,MERCH1379,AUTH569516,2026-01-03
TXN00000258,2026-01-02 16:32:38.423687,2026-01-02 19:32:38.423687,23.88,EUR,SETTLED,GB,7011,3782828971799351,MERCH5420,AUTH291691,2026-01-02
TXN00000259,2026-01-02 17:35:06.423687,2026-01-05 09:35:06.423687,21.0,GBP,SETTLED,US,5541,3782825725443978,MERCH2963,AUTH219434,2026-01-05
TXN00000260,2026-01-02 16:37:44.423687,2026-01-04 20:37:44.423687,1699.24,USD,SETTLED,US,5411,4242422094567681,MERCH6245,AUTH410882,
TXN00000261,2026-01-02 16:53:40.423687,2026-01-03 22:53:40.423687,19.9,USD,SETTLED,GB,5999,5123452181266556,MERCH8045,AUTH834810,2026-01-03
TXN00000262,2026-01-02 17:35:44.423687,2026-01-05 16:35:44.423687,15.82,USD,SETTLED,US,7011,4111114884734678,MERCH5377,AUTH264840,2026-01-05
TXN00000263,2026-01-02 16:54:00.423687,2026-01-03 22:54:00.423687,16.74,USD,SETTLED,CA,5411,4242426004154566,MERCH6263,AUTH638897,2026-01-03
TXN00000264,2026-01-02 18:10:16.423687,2026-01-05 02:10:16.423687,8.37,GBP,SETTLED,US,5541,4111118563898072,MERCH7225,AUTH927938,2026-01-05
TXN00000265,2026-01-02 16:29:06.423687,2026-01-03 02:29:06.423687,88.69,GBP,SETTLED,GB,5541,5432101170629179,MERCH3452,AUTH239863,2026-01-03
TXN00000266,2026-01-02 16:53:16.423687,2026-01-04 03:53:16.423687,11.81,USD,SETTLED,US,5411,5432103646822639,MERCH3594,AUTH749123,2026-01-04
TXN00000267,2026-01-02 17:03:23.423687,2026-01-04 02:03:23.423687,52.14,EUR,SETTLED,GB,7011,4242426528447949,MERCH1684,AUTH535525,2026-01-04
TXN00000268,2026-01-02 17:43:51.423687,2026-01-05 17:43:51.423687,30.78,GBP,SETTLED,AU,5812,3782824704905417,MERCH6136,AUTH187091,2026-01-05
TXN00000269,2026-01-02 16:58:17.423687,2026-01-04 07:58:17.423687,125.02,GBP,SETTLED,US,5812,5432105487114560,MERCH5984,AUTH173081,2026-01-04
TXN00000270,2026-01-02 16:38:23.423687,2026-01-04 03:38:23.423687,37.72,EUR,SETTLED,US,5812,4242421387346227,MERCH2819,AUTH394141,2026-01-04
TXN00000271,2026-01-02 17:48:42.423687,2026-01-04 00:48:42.423687,3.25,USD,SETTLED,GB,7011,4242428212224932,MERCH8720,AUTH192226,2026-01-04
TXN00000272,2026-01-02 17:10:03.423687,2026-01-03 13:10:03.423687,2.75,JPY,SETTLED,CA,5999,5432102835162803,MERCH6499,AUTH548327,2026-01-03
TXN00000273,2026-01-02 16:38:12.423687,2026-01-03 19:38:12.423687,166.09,USD,SETTLED,US,5411,5123454798729666,MERCH9210,AUTH685967,2026-01-03
TXN00000274,2026-01-02 17:13:20.423687,2026-01-03 18:13:20.423687,8.06,USD,SETTLED,US,7011,3782827336832833,MERCH3850,AUTH542719,2026-01-03
TXN00000275,2026-01-02 17:42:28.423687,2026-01-02 19:42:28.423687,2.77,EUR,SETTLED,CA,5999,3782828821083062,MERCH9481,AUTH639625,2026-01-02
TXN00000276,2026-01-02 17:40:10.423687,2026-01-03 05:40:10.423687,7.36,JPY,SETTLED,CA,5812,3782828435897676,MERCH1831,AUTH888569,2026-01-03
TXN00000277,2026-01-02 16:44:59.423687,2026-01-04 21:44:59.423687,133.88,EUR,PENDING,GB,5411,7777776155732924,MERCH9853,AUTH821351,
TXN00000278,2026-01-02 18:17:13.423687,2026-01-05 12:17:13.423687,2.39,GBP,SETTLED,GB,5999,3782821392837469,MERCH1121,AUTH338901,2026-01-05
TXN00000279,2026-01-02 17:39:42.423687,2026-01-04 08:39:42.423687,5.48,USD,SETTLED,GB,5812,5432105865137876,MERCH4676,AUTH829466,2026-01-04
TXN00000280,2026-01-02 16:45:15.423687,2026-01-05 07:45:15.423687,7.39,USD,SETTLED,US,5411,3782829618299342,MERCH9905,AUTH898510,2026-01-05
TXN00000281,2026-01-02 18:14:05.423687,2026-01-03 04:14:05.423687,3.07,USD,PENDING,ZZ,5812,5123459408789781,MERCH5153,AUTH876455,
TXN00000282,2026-01-02 17:32:50.423687,2026-01-03 17:32:50.423687,3.4,GBP,SETTLED,CA,5541,5432103848010490,MERCH1757,AUTH713529,2026-01-03
TXN00000283,2026-01-02 17:33:58.423687,2026-01-05 05:33:58.423687,2.06,CAD,SETTLED,US,5411,4111114115753342,MERCH4222,AUTH820982,2026-01-05
TXN00000284,2026-01-02 18:06:30.423687,2026-01-04 12:06:30.423687,10.06,GBP,SETTLED,US,5411,4242421210097769,MERCH1947,AUTH272224,2026-01-04
TXN00000285,2026-01-02 17:21:09.423687,2026-01-05 10:21:09.423687,11.79,USD,PENDING,US,5812,3782822242337844,MERCH6875,AUTH447307,
TXN00000286,2026-01-02 18:12:50.423687,2026-01-03 04:12:50.423687,7.22,GBP,SETTLED,US,7011,5432106226123231,MERCH4495,AUTH625322,2026-01-03
TXN00000287,2026-01-02 16:30:37.423687,2026-01-05 00:30:37.423687,1.68,USD,SETTLED,GB,5999,5123457378180242,MERCH6113,AUTH645726,2026-01-05
TXN00000288,2026-01-02 17:01:50.423687,2026-01-05 15:01:50.423687,131.63,USD,SETTLED,GB,5541,4242422480126623,MERCH7230,AUTH111121,2026-01-05
TXN00000289,2026-01-02 18:04:13.423687,2026-01-04 10:04:13.423687,2.74,XXX,SETTLED,CA,5541,4242424542611691,MERCH9647,AUTH429982,2026-01-04
TXN00000290,2026-01-02 18:20:28.423687,2026-01-03 07:20:28.423687,30.48,GBP,SETTLED,US,5812,5432101399172059,MERCH4800,AUTH992489,2026-01-03
TXN00000291,2026-01-02 18:19:50.423687,2026-01-05 04:19:50.423687,4.01,EUR,PENDING,GB,5541,4111116598056654,MERCH7223,AUTH156847,
TXN00000292,2026-01-02 17:45:40.423687,2026-01-02 21:45:40.423687,54.73,JPY,SETTLED,GB,7011,4111111009927497,MERCH9699,AUTH777770,2026-01-02
TXN00000293,2026-01-02 18:25:09.423687,2026-01-03 13:25:09.423687,84.25,USD,SETTLED,DE,5812,4242424178911436,MERCH9588,AUTH468551,
TXN00000294,2026-01-02 17:33:08.423687,2026-01-04 03:33:08.423687,5.38,GBP,SETTLED,US,5812,4242426312337692,MERCH5139,AUTH399164,2026-01-04
TXN00000295,2026-01-02 17:13:15.423687,2026-01-04 12:13:15.423687,1.12,EUR,SETTLED,US,5999,3782821958769701,MERCH4944,AUTH469885,2026-01-04
TXN00000296,2026-01-02 17:20:48.423687,2026-01-03 10:20:48.423687,57.04,USD,SETTLED,DE,5812,5432107128260242,MERCH8544,AUTH385597,2026-01-03
TXN00000297,2026-01-02 16:57:22.423687,2026-01-05 01:57:22.423687,334.86,EUR,PENDING,GB,999,4111111985862969,MERCH4844,AUTH750787,
TXN00000298,2026-01-02 18:21:30.423687,2026-01-05 06:21:30.423687,37.47,EUR,SETTLED,US,5812,5123459396981725,MERCH2104,AUTH488110,2026-01-05
TXN00000299,2026-01-02 17:35:12.423687,2026-01-04 08:35:12.423687,25.55,EUR,SETTLED,US,5411,5432103511399105,MERCH7332,AUTH962240,2026-01-04
TXN00000300,2026-01-02 16:43:59.423687,2026-01-03 07:43:59.423687,68.69,USD,SETTLED,US,5812,3782827683036879,MERCH9046,AUTH330029,2026-01-03
TXN00000301,2026-01-02 17:50:01.423687,2026-01-05 09:50:01.423687,63.28,USD,SETTLED,AU,7011,4111119934026092,MERCH1788,AUTH705246,2026-01-05
TXN00000302,2026-01-02 17:53:26.423687,2026-01-05 07:53:26.423687,5.79,GBP,SETTLED,US,7011,5123456805808475,MERCH4860,AUTH676076,2026-01-05
TXN00000303,2026-01-02 16:27:34.423687,2026-01-04 13:27:34.423687,7.47,JPY,SETTLED,DE,5541,5432105569698007,MERCH5163,AUTH425040,2026-01-04
TXN00000304,2026-01-02 18:15:08.423687,2026-01-04 18:15:08.423687,50.23,CAD,SETTLED,GB,5411,5432106436873830,MERCH2583,AUTH214347,2026-01-04
TXN00000305,2026-01-02 18:14:41.423687,2026-01-03 10:14:41.423687,16.18,USD,SETTLED,US,5411,3782828130092337,MERCH3181,AUTH312918,2026-01-03
TXN00000306,2026-01-02 17:48:51.423687,2026-01-03 23:48:51.423687,144.74,CAD,SETTLED,GB,5999,5123457948928274,MERCH8627,AUTH587151,2026-01-03
TXN00000307,2026-01-02 17:49:56.423687,2026-01-04 15:49:56.423687,6.98,JPY,SETTLED,GB,7011,5432105033950703,MERCH3718,AUTH344681,2026-01-04
TXN00000308,2026-01-02 17:34:16.423687,2026-01-04 02:34:16.423687,61.92,USD,SETTLED,ZZ,5812,3782821706822581,MERCH2034,AUTH307542,2026-01-04
TXN00000309,2026-01-02 17:13:39.423687,2026-01-04 04:13:39.423687,33.58,USD,SETTLED,DE,5541,3782823748229414,MERCH8199,AUTH452349,2026-01-04
TXN00000310,2026-01-02 18:01:45.423687,2026-01-05 14:01:45.423687,16.62,USD,PENDING,DE,5541,5123451802052363,MERCH4388,AUTH788270,
TXN00000311,2026-01-02 17:46:35.423687,2026-01-03 05:46:35.423687,117.2,USD,SETTLED,CA,7011,4242425936564026,MERCH9227,AUTH493459,2026-01-03
TXN00000312,2026-01-02 16:43:28.423687,2026-01-03 06:43:28.423687,55.71,USD,SETTLED,CA,5999,4111116007086260,MERCH2660,AUTH169525,2026-01-03
TXN00000313,2026-01-02 18:01:08.423687,2026-01-02 20:01:08.423687,4.45,USD,SETTLED,CA,5999,3782821782448786,MERCH7331,AUTH604821,2026-01-02
TXN00000314,2026-01-02 16:33:55.423687,2026-01-04 13:33:55.423687,52.47,USD,SETTLED,US,5411,4242426262638725,MERCH4504,AUTH904271,2026-01-04
TXN00000315,2026-01-02 17:16:00.423687,2026-01-04 17:16:00.423687,157.98,GBP,PENDING,US,5541,5123451951989492,MERCH8758,AUTH128922,
TXN00000316,2026-01-02 18:24:24.423687,2026-01-05 04:24:24.423687,16.52,USD,SETTLED,US,5541,5432104372333416,MERCH7314,AUTH121403,2026-01-05
TXN00000317,2026-01-02 17:29:40.423687,2026-01-05 03:29:40.423687,13.83,GBP,FAILED,AU,7011,4111118575277080,MERCH9727,AUTH846045,
TXN00000318,2026-01-02 17:16:10.423687,2026-01-04 19:16:10.423687,7.36,GBP,SETTLED,US,5999,4111116257619518,MERCH7920,AUTH376038,2026-01-04
TXN00000319,2026-01-02 17:58:06.423687,2026-01-03 13:58:06.423687,19.68,EUR,SETTLED,CA,5999,4242423222486080,MERCH8474,AUTH668850,2026-01-03
TXN00000320,2026-01-02 18:23:36.423687,2026-01-03 17:23:36.423687,56.22,USD,SETTLED,GB,5411,8888882714208905,MERCH3959,AUTH379717,2026-01-03
TXN00000321,2026-01-02 17:24:12.423687,2026-01-04 00:24:12.423687,5.89,GBP,SETTLED,US,5812,5432102499217572,MERCH5727,AUTH798308,2026-01-04
TXN00000322,2026-01-02 17:09:50.423687,2026-01-03 16:09:50.423687,2.67,CAD,SETTLED,DE,5999,3782828732613132,MERCH3539,AUTH450584,2026-01-03
TXN00000323,2026-01-02 17:15:44.423687,2026-01-04 12:15:44.423687,11.43,USD,SETTLED,US,5541,4242429573736459,MERCH9638,AUTH592835,2026-01-04
TXN00000324,2026-01-02 16:56:20.423687,2026-01-03 19:56:20.423687,2.54,GBP,SETTLED,AU,5411,4242428560430024,MERCH8125,AUTH559724,2026-01-03
TXN00000325,2026-01-02 18:11:56.423687,2026-01-05 04:11:56.423687,44.03,GBP,PENDING,AU,5411,3782822590378333,MERCH6412,AUTH429595,
TXN00000326,2026-01-02 17:28:04.423687,2026-01-03 12:28:04.423687,10.59,USD,SETTLED,US,5411,5123452125628678,MERCH2580,AUTH490536,2026-01-03
TXN00000327,2026-01-02 17:13:36.423687,2026-01-05 16:13:36.423687,1.44,USD,PENDING,US,5541,3782822661295094,MERCH7962,AUTH292610,
TXN00000328,2026-01-02 18:17:33.423687,2026-01-04 02:17:33.423687,11.91,GBP,SETTLED,US,5411,5432103537687606,MERCH4066,AUTH656496,2026-01-04
