txn_id,event_time,settlement_time,amount,currency,status,country,mcc,card_number,merchant_id,auth_code,settlement_date
TXN00000163,2026-01-04 14:33:11.370239,2026-01-05 00:33:11.370239,114.19,USD,SETTLED,AU,5541,4111119868845806,MERCH9680,AUTH808640,2026-01-05
TXN00000164,2026-01-04 16:24:20.370239,2026-01-05 11:24:20.370239,5.86,EUR,SETTLED,DE,7011,5123457623575561,MERCH5888,AUTH795650,2026-01-05
TXN00000165,2026-01-04 14:41:44.370239,2026-01-05 10:41:44.370239,85.21,USD,FAILED,DE,5812,4242429123207735,MERCH7768,AUTH616596,
TXN00000166,2026-01-04 14:47:38.370239,2026-01-04 16:47:38.370239,37.31,EUR,PENDING,CA,5411,5123454656572173,MERCH1885,AUTH743644,
TXN00000167,2026-01-04 15:52:26.370239,2026-01-05 11:52:26.370239,68.93,USD,SETTLED,CA,5812,4242423738900744,MERCH3470,AUTH106945,2026-01-05
TXN00000168,2026-01-04 14:48:36.370239,2026-01-05 14:48:36.370239,345.57,EUR,SETTLED,GB,5411,3782828703867299,MERCH3250,AUTH901368,2026-01-05
TXN00000169,2026-01-04 16:14:54.370239,2026-01-04 20:14:54.370239,13.9,CAD,SETTLED,GB,5812,3782823185089287,MERCH4281,AUTH998723,2026-01-04
TXN00000170,2026-01-04 15:59:40.370239,2026-01-04 22:59:40.370239,6.48,USD,SETTLED,DE,5411,4111111596471620,MERCH6614,AUTH667776,2026-01-04
TXN00000171,2026-01-04 15:24:24.370239,2026-01-05 12:24:24.370239,5.29,CAD,SETTLED,CA,5411,4111118689593739,MERCH7704,AUTH144316,2026-01-05
TXN00000172,2026-01-04 15:48:11.370239,2026-01-04 22:48:11.370239,5.91,USD,SETTLED,US,5812,5123455407856339,MERCH8496,AUTH989203,2026-01-04
TXN00000173,2026-01-04 14:35:26.370239,2026-01-04 23:35:26.370239,1789.0,JPY,SETTLED,AU,5812,4242426879428703,MERCH3346,AUTH605719,2026-01-04
TXN00000174,2026-01-04 15:19:18.370239,2026-01-05 13:19:18.370239,33.51,GBP,SETTLED,CA,5411,5432103369305560,MERCH6183,AUTH489227,2026-01-05
TXN00000175,2026-01-04 15:18:52.370239,2026-01-04 18:18:52.370239,30.42,EUR,SETTLED,CA,5541,4111111370292681,MERCH3954,AUTH750817,2026-01-04
TXN00000176,2026-01-04 15:48:07.370239,2026-01-04 21:48:07.370239,69.46,GBP,FAILED,GB,5812,5432106623360831,MERCH2324,AUTH430738,
TXN00000177,2026-01-04 15:30:40.370239,2026-01-04 23:30:40.370239,2048.0,JPY,PENDING,AU,5999,5432108382488970,MERCH8988,AUTH616256,
TXN00000178,2026-01-04 15:39:00.370239,2026-01-04 21:39:00.370239,177.74,USD,SETTLED,DE,7011,4242427552812957,MERCH6449,AUTH702427,2026-01-04
TXN00000179,2026-01-04 15:01:05.370239,2026-01-05 09:01:05.370239,13.5,USD,SETTLED,CA,5411,5123458598503901,MERCH3897,AUTH388078,2026-01-05
TXN00000180,2026-01-04 15:42:18.370239,2026-01-04 18:42:18.370239,1188.27,EUR,PENDING,DE,5411,4242421316756902,MERCH6134,AUTH614646,
TXN00000181,2026-01-04 16:24:17.370239,2026-01-04 22:24:17.370239,51.34,GBP,SETTLED,CA,7011,4111119471306442,MERCH1950,AUTH291755,2026-01-04
TXN00000182,2026-01-04 14:28:20.370239,2026-01-04 15:28:20.370239,5.55,GBP,SETTLED,DE,5541,5432103758823240,MERCH1077,AUTH901387,2026-01-04
TXN00000183,2026-01-04 15:59:38.370239,2026-01-05 05:59:38.370239,4.03,GBP,SETTLED,AU,7011,4242427227593033,MERCH8406,AUTH635962,2026-01-05
TXN00000184,2026-01-04 16:05:10.370239,2026-01-05 07:05:10.370239,41.42,USD,SETTLED,GB,5812,4242422479679716,MERCH5481,AUTH393880,2026-01-05
TXN00000185,2026-01-04 14:42:24.370239,2026-01-05 13:42:24.370239,14.37,GBP,SETTLED,AU,7011,4242425150074940,MERCH4430,AUTH517206,2026-01-05
TXN00000186,2026-01-04 15:59:50.370239,2026-01-05 11:59:50.370239,58.62,USD,PENDING,US,5411,4111115952163720,MERCH3762,AUTH332881,
TXN00000187,2026-01-04 15:40:04.370239,2026-01-05 07:40:04.370239,40.85,EUR,PENDING,GB,7011,5123451707196784,MERCH3595,AUTH886609,
TXN00000188,2026-01-04 16:09:17.370239,2026-01-05 02:09:17.370239,18.01,USD,SETTLED,AU,5999,4242424046558332,MERCH9021,AUTH704677,2026-01-05
TXN00000189,2026-01-04 15:03:11.370239,2026-01-04 17:03:11.370239,5.64,USD,SETTLED,US,5812,4111119138644862,MERCH2442,AUTH234475,2026-01-04
TXN00000190,2026-01-04 16:11:42.370239,2026-01-05 00:11:42.370239,2.07,USD,FAILED,CA,7011,5432104633257620,MERCH3120,AUTH156778,
TXN00000191,2026-01-04 15:54:16.370239,2026-01-05 01:54:16.370239,10.28,USD,SETTLED,CA,5411,3782822076341629,MERCH8105,AUTH651273,2026-01-05
TXN00000192,2026-01-04 15:13:12.370239,2026-01-05 14:13:12.370239,72.57,EUR,PENDING,DE,5812,4111117660813178,MERCH8035,AUTH938095,
TXN00000193,2026-01-04 14:41:59.370239,2026-01-05 00:41:59.370239,27.69,USD,SETTLED,GB,5411,3782823291270703,MERCH7609,AUTH543732,2026-01-05
TXN00000194,2026-01-04 15:06:50.370239,2026-01-05 14:06:50.370239,3.1,USD,SETTLED,CA,5541,4242421662259333,MERCH8029,AUTH601554,2026-01-05
TXN00000195,2026-01-04 15:26:07.370239,2026-01-05 06:26:07.370239,26.04,USD,SETTLED,GB,5999,4242427894019119,MERCH8821,AUTH667036,2026-01-05
TXN00000196,2026-01-04 14:48:21.370239,2026-01-04 17:48:21.370239,35.8,USD,SETTLED,CA,5541,4111113420721027,MERCH7280,AUTH134144,2026-01-04
TXN00000197,2026-01-04 15:28:42.370239,2026-01-05 13:28:42.370239,5.33,USD,SETTLED,DE,5999,3782821121863227,MERCH1076,AUTH626883,2026-01-05
TXN00000198,2026-01-04 14:27:12.370239,2026-01-04 22:27:12.370239,25.29,USD,SETTLED,AU,7011,4242427772180882,MERCH1618,AUTH464158,2026-01-04
TXN00000199,2026-01-04 16:05:21.370239,2026-01-05 01:05:21.370239,21.92,EUR,SETTLED,DE,5812,5432103796581976,MERCH9745,AUTH512842,2026-01-05
TXN00000200,2026-01-04 16:26:20.370239,2026-01-05 13:26:20.370239,3.62,EUR,SETTLED,US,7011,5123453744446292,MERCH4267,AUTH819678,2026-01-05
TXN00000201,2026-01-04 16:05:01.370239,2026-01-05 11:05:01.370239,34.35,EUR,SETTLED,CA,5999,5123459403748506,MERCH7112,AUTH913594,2026-01-05
TXN00000202,2026-01-04 15:02:43.370239,2026-01-05 13:02:43.370239,46.58,USD,PENDING,US,5999,4242423074232200,MERCH1230,AUTH283291,
TXN00000203,2026-01-04 15:35:06.370239,2026-01-04 22:35:06.370239,101.96,USD,FAILED,US,5999,3782828236980551,MERCH6279,AUTH579404,
TXN00000204,2026-01-04 16:10:47.370239,2026-01-05 06:10:47.370239,9758.0,JPY,SETTLED,GB,5411,4242426572436051,MERCH9700,AUTH226215,2026-01-05
TXN00000205,2026-01-04 14:51:09.370239,2026-01-04 18:51:09.370239,2.54,EUR,SETTLED,CA,5812,3782829903351330,MERCH4122,AUTH832162,2026-01-04
TXN00000206,2026-01-04 15:36:04.370239,2026-01-05 09:36:04.370239,4.92,USD,SETTLED,US,7011,5432101257324536,MERCH1293,AUTH643377,2026-01-05
TXN00000207,2026-01-04 14:41:17.370239,2026-01-04 22:41:17.370239,43.49,USD,SETTLED,AU,7011,3782827183058541,MERCH1067,AUTH582418,2026-01-04
TXN00000208,2026-01-04 16:25:37.370239,2026-01-05 13:25:37.370239,43.41,USD,FAILED,US,5541,4242427374810067,MERCH5076,AUTH430984,
TXN00000209,2026-01-04 15:52:08.370239,2026-01-04 20:52:08.370239,43.49,USD,SETTLED,AU,5999,5432106171239466,MERCH4707,AUTH822689,2026-01-04
TXN00000210,2026-01-04 15:07:30.370239,2026-01-05 00:07:30.370239,6497.01,USD,SETTLED,GB,5999,4111113605585995,MERCH6641,AUTH108827,2026-01-05
TXN00000211,2026-01-04 16:21:40.370239,2026-01-04 21:21:40.370239,47.29,EUR,PENDING,US,5999,5123458380312396,MERCH6113,AUTH112394,
TXN00000212,2026-01-04 15:54:00.370239,2026-01-04 18:54:00.370239,110.32,EUR,SETTLED,DE,7011,4242428991977937,MERCH3112,AUTH806848,2026-01-04
TXN00000213,2026-01-04 15:36:04.370239,2026-01-04 17:36:04.370239,84.02,EUR,SETTLED,GB,5541,4242429484167278,MERCH2682,AUTH320989,2026-01-04
TXN00000214,2026-01-04 15:49:54.370239,2026-01-04 21:49:54.370239,53.36,GBP,PENDING,AU,5411,4242423412273600,MERCH7284,AUTH497859,
TXN00000215,2026-01-04 14:53:55.370239,2026-01-05 00:53:55.370239,12.52,GBP,SETTLED,GB,5812,5432102370592316,MERCH9246,AUTH709231,2026-01-05
TXN00000216,2026-01-04 14:47:38.370239,2026-01-05 10:47:38.370239,62.71,GBP,PENDING,US,5411,4111113003484425,MERCH6015,AUTH205641,
TXN00000217,2026-01-04 15:17:49.370239,2026-01-05 15:17:49.370239,6.3,CAD,SETTLED,CA,7011,3782826443749394,MERCH3736,AUTH441244,2026-01-05
TXN00000218,2026-01-04 16:10:52.370239,2026-01-05 11:10:52.370239,14.08,USD,SETTLED,CA,5999,4111112064803502,MERCH2069,AUTH479167,2026-01-05
TXN00000219,2026-01-04 14:48:49.370239,2026-01-05 00:48:49.370239,9.7,USD,SETTLED,AU,5812,5432101415802902,MERCH1749,AUTH742544,2026-01-05
TXN00000220,2026-01-04 15:40:24.370239,2026-01-05 06:40:24.370239,22.71,USD,PENDING,AU,7011,4242427937993287,MERCH5885,AUTH372315,
TXN00000221,2026-01-04 16:13:04.370239,2026-01-04 20:13:04.370239,646.77,EUR,SETTLED,CA,7011,5123452343100352,MERCH5764,AUTH296243,2026-01-04
TXN00000222,2026-01-04 15:39:10.370239,2026-01-05 06:39:10.370239,122.0,JPY,SETTLED,AU,7011,4242424277581356,MERCH8469,AUTH675210,2026-01-05
TXN00000223,2026-01-04 14:26:50.370239,2026-01-05 13:26:50.370239,56.23,USD,SETTLED,GB,5812,3782827505693643,MERCH9524,AUTH375617,2026-01-05
TXN00000224,2026-01-04 15:48:32.370239,2026-01-05 01:48:32.370239,179.0,JPY,SETTLED,DE,5812,5123456620138568,MERCH9587,AUTH348658,2026-01-05
TXN00000225,2026-01-04 15:11:01.370239,2026-01-05 14:11:01.370239,9.9,USD,SETTLED,DE,5541,4242421099541460,MERCH6535,AUTH382495,2026-01-05
TXN00000226,2026-01-04 15:33:28.370239,2026-01-05 04:33:28.370239,10287.0,JPY,SETTLED,GB,5541,5123459354711271,MERCH8105,AUTH594241,2026-01-05
TXN00000227,2026-01-04 14:29:25.370239,2026-01-04 23:29:25.370239,22.12,USD,SETTLED,DE,5411,4111117465834732,MERCH3192,AUTH742865,2026-01-04
TXN00000228,2026-01-04 14:42:02.370239,2026-01-05 07:42:02.370239,3.99,USD,SETTLED,US,5812,5432105151887478,MERCH6615,AUTH459762,2026-01-05
TXN00000229,2026-01-04 15:16:19.370239,2026-01-05 09:16:19.370239,6.87,USD,SETTLED,GB,5812,4242422515672889,MERCH9031,AUTH483699,2026-01-05
TXN00000230,2026-01-04 16:26:44.370239,2026-01-05 08:26:44.370239,55.67,USD,SETTLED,AU,5812,3782825512036684,MERCH6885,AUTH292847,2026-01-05
TXN00000231,2026-01-04 16:20:19.370239,2026-01-05 07:20:19.370239,6.72,USD,SETTLED,GB,5541,4111117316122432,MERCH4087,AUTH622998,2026-01-05
TXN00000232,2026-01-04 16:16:55.370239,2026-01-04 19:16:55.370239,27.79,USD,FAILED,CA,7011,4242423305069227,MERCH3701,AUTH544536,
TXN00000233,2026-01-04 15:08:45.370239,2026-01-05 11:08:45.370239,21.51,GBP,SETTLED,AU,5999,4111114638577630,MERCH7609,AUTH320759,2026-01-05
TXN00000234,2026-01-04 14:59:27.370239,2026-01-04 16:59:27.370239,7.56,EUR,FAILED,CA,5541,3782822850820685,MERCH1313,AUTH539450,
TXN00000235,2026-01-04 14:34:40.370239,2026-01-05 04:34:40.370239,500.65,USD,SETTLED,AU,5812,4242429085085822,MERCH4742,AUTH834750,2026-01-05
TXN00000236,2026-01-04 14:59:39.370239,2026-01-05 14:59:39.370239,51.98,EUR,SETTLED,DE,5541,3782828419590655,MERCH4675,AUTH888734,2026-01-05
TXN00000237,2026-01-04 16:26:38.370239,2026-01-05 03:26:38.370239,1.0,GBP,SETTLED,GB,5411,5123458575707116,MERCH3149,AUTH490394,2026-01-05
TXN00000238,2026-01-04 15:44:13.370239,2026-01-05 11:44:13.370239,26.57,USD,SETTLED,US,5812,3782822571688961,MERCH4460,AUTH482812,2026-01-05
TXN00000239,2026-01-04 14:37:31.370239,2026-01-04 23:37:31.370239,7.44,USD,SETTLED,AU,5411,5123452720484983,MERCH1359,AUTH995825,2026-01-04
TXN00000240,2026-01-04 14:38:27.370239,2026-01-04 15:38:27.370239,72.14,USD,SETTLED,AU,5812,4242426131005449,MERCH9267,AUTH520051,2026-01-04
TXN00000241,2026-01-04 16:06:41.370239,2026-01-04 19:06:41.370239,6.12,USD,SETTLED,CA,5541,5123457671041685,MERCH3768,AUTH393212,2026-01-04
TXN00000242,2026-01-04 15:33:07.370239,2026-01-04 23:33:07.370239,16.91,EUR,SETTLED,DE,7011,4242425610783750,MERCH3017,AUTH572623,2026-01-04
TXN00000243,2026-01-04 16:18:10.370239,2026-01-05 14:18:10.370239,42.84,USD,SETTLED,CA,5999,4242427460728316,MERCH7006,AUTH288627,2026-01-05
TXN00000244,2026-01-04 14:36:12.370239,2026-01-05 09:36:12.370239,73.6,EUR,SETTLED,CA,5411,5432101510289448,MERCH1612,AUTH699166,2026-01-05
TXN00000245,2026-01-04 16:10:36.370239,2026-01-05 11:10:36.370239,3.32,GBP,SETTLED,DE,5541,4242425187948804,MERCH7147,AUTH237509,2026-01-05
TXN00000246,2026-01-04 15:39:29.370239,2026-01-04 16:39:29.370239,12.16,USD,SETTLED,US,7011,5123456986770879,MERCH5190,AUTH703867,2026-01-04
TXN00000247,2026-01-04 16:11:19.370239,2026-01-05 14:11:19.370239,9.85,EUR,SETTLED,CA,5541,5432109327720702,MERCH9761,AUTH819335,2026-01-05
TXN00000248,2026-01-04 14:43:56.370239,2026-01-04 23:43:56.370239,7.54,USD,SETTLED,CA,5411,5432104242550727,MERCH1796,AUTH339669,2026-01-04
TXN00000249,2026-01-04 14:44:17.370239,2026-01-05 09:44:17.370239,283.77,CAD,SETTLED,AU,5999,4242427481631841,MERCH1785,AUTH953740,2026-01-05
TXN00000250,2026-01-04 15:56:50.370239,2026-01-04 17:56:50.370239,36.87,USD,SETTLED,DE,5541,3782823147818256,MERCH2771,AUTH204721,2026-01-04
TXN00000251,2026-01-04 15:31:39.370239,2026-01-04 21:31:39.370239,3.03,GBP,SETTLED,GB,5812,3782821194576436,MERCH1323,AUTH855829,2026-01-04
TXN00000252,2026-01-04 15:41:49.370239,2026-01-05 07:41:49.370239,79.58,EUR,SETTLED,US,7011,5432102962750929,MERCH1790,AUTH383062,2026-01-05
TXN00000253,2026-01-04 14:49:18.370239,2026-01-05 07:49:18.370239,484.56,USD,SETTLED,US,5541,4242423214080278,MERCH2897,AUTH943146,2026-01-05
TXN00000254,2026-01-04 15:02:57.370239,2026-01-05 12:02:57.370239,94.51,EUR,SETTLED,DE,7011,3782827928074841,MERCH7828,AUTH347259,2026-01-05
TXN00000255,2026-01-04 15:38:48.370239,2026-01-05 06:38:48.370239,2.06,CAD,SETTLED,AU,5812,4242425992908271,MERCH8279,AUTH682316,2026-01-05
TXN00000256,2026-01-04 16:25:52.370239,2026-01-05 01:25:52.370239,9.71,EUR,SETTLED,AU,5999,4242427581349462,MERCH7230,AUTH553214,2026-01-05
TXN00000257,2026-01-04 15:49:35.370239,2026-01-04 21:49:35.370239,134.34,GBP,SETTLED,DE,5999,5432106582557981,MERCH3024,AUTH997904,2026-01-04
TXN00000258,2026-01-04 15:24:32.370239,2026-01-05 10:24:32.370239,695.0,JPY,PENDING,AU,5812,5432104503614567,MERCH9966,AUTH499385,
TXN00000259,2026-01-04 14:55:41.370239,2026-01-05 04:55:41.370239,39.08,USD,SETTLED,US,7011,4111116877052039,MERCH5140,AUTH305587,2026-01-05
TXN00000260,2026-01-04 15:40:23.370239,2026-01-05 12:40:23.370239,64.2,USD,FAILED,US,5541,3782823893976444,MERCH8772,AUTH252928,
TXN00000261,2026-01-04 16:09:53.370239,2026-01-05 08:09:53.370239,5.0,EUR,SETTLED,GB,5812,3782829503597301,MERCH3508,AUTH938900,2026-01-05
TXN00000262,2026-01-04 16:06:25.370239,2026-01-04 19:06:25.370239,18.37,USD,SETTLED,DE,5411,3782827801948900,MERCH4366,AUTH874417,2026-01-04
TXN00000263,2026-01-04 16:00:57.370239,2026-01-05 08:00:57.370239,1.0,GBP,SETTLED,CA,7011,5123459704383251,MERCH1152,AUTH256812,2026-01-05
TXN00000264,2026-01-04 14:54:13.370239,2026-01-05 02:54:13.370239,432.0,JPY,SETTLED,CA,5999,4242427333316743,MERCH5933,AUTH595962,2026-01-05
TXN00000265,2026-01-04 16:04:06.370239,2026-01-05 06:04:06.370239,13.75,USD,SETTLED,GB,5812,5432103480920839,MERCH7895,AUTH944804,2026-01-05
TXN00000266,2026-01-04 15:09:19.370239,2026-01-05 02:09:19.370239,3.09,USD,SETTLED,GB,5999,3782824098389895,MERCH2654,AUTH110215,2026-01-05
TXN00000267,2026-01-04 15:21:14.370239,2026-01-05 02:21:14.370239,232.44,GBP,SETTLED,AU,7011,4111117801180691,MERCH9524,AUTH285186,2026-01-05
TXN00000268,2026-01-04 15:58:28.370239,2026-01-05 13:58:28.370239,2.35,USD,SETTLED,GB,5999,3782828907752604,MERCH5423,AUTH541996,2026-01-05
TXN00000269,2026-01-04 15:55:29.370239,2026-01-04 19:55:29.370239,10.38,GBP,SETTLED,GB,5812,4242423923699745,MERCH3247,AUTH623866,2026-01-04
TXN00000270,2026-01-04 15:17:45.370239,2026-01-04 21:17:45.370239,24.44,USD,SETTLED,CA,7011,4242429725528903,MERCH7862,AUTH241003,2026-01-04
TXN00000271,2026-01-04 15:26:34.370239,2026-01-05 02:26:34.370239,174.5,EUR,SETTLED,AU,5411,5432101471997674,MERCH2718,AUTH990649,2026-01-05
TXN00000272,2026-01-04 15:37:25.370239,2026-01-05 05:37:25.370239,2.33,USD,SETTLED,GB,5812,5123455376302686,MERCH9381,AUTH761286,2026-01-05
TXN00000273,2026-01-04 15:28:24.370239,2026-01-05 14:28:24.370239,114.98,EUR,SETTLED,GB,5541,5432106642266247,MERCH2928,AUTH642121,2026-01-05
TXN00000274,2026-01-04 14:43:17.370239,2026-01-05 06:43:17.370239,20.4,USD,PENDING,AU,5812,3782825945359606,MERCH5631,AUTH659921,
TXN00000275,2026-01-04 15:00:36.370239,2026-01-05 01:00:36.370239,4.61,EUR,SETTLED,DE,7011,4111113965676060,MERCH2867,AUTH855562,2026-01-05
TXN00000276,2026-01-04 14:57:26.370239,2026-01-05 12:57:26.370239,40.17,USD,PENDING,AU,5812,5432109248574674,MERCH2741,AUTH431064,
TXN00000277,2026-01-04 14:35:30.370239,2026-01-05 03:35:30.370239,27.07,GBP,SETTLED,CA,5411,5123459857430687,MERCH9154,AUTH923481,2026-01-05
TXN00000278,2026-01-04 15:12:55.370239,2026-01-05 09:12:55.370239,816.0,JPY,SETTLED,DE,5411,5432108139209752,MERCH4254,AUTH610258,2026-01-05
TXN00000279,2026-01-04 14:29:38.370239,2026-01-04 16:29:38.370239,22.3,USD,SETTLED,US,5541,4242427551874474,MERCH4272,AUTH414608,2026-01-04
TXN00000280,2026-01-04 15:47:05.370239,2026-01-05 06:47:05.370239,11.27,USD,SETTLED,AU,5999,3782826038780151,MERCH5308,AUTH363165,2026-01-05
TXN00000281,2026-01-04 15:42:23.370239,2026-01-04 18:42:23.370239,23.81,USD,FAILED,CA,7011,3782828272725281,MERCH9571,AUTH689444,
TXN00000282,2026-01-04 14:58:11.370239,2026-01-05 01:58:11.370239,54.23,EUR,SETTLED,DE,7011,3782827915226263,MERCH4304,AUTH695417,2026-01-05
TXN00000283,2026-01-04 15:47:06.370239,2026-01-05 00:47:06.370239,216.81,EUR,SETTLED,AU,5999,3782826353758928,MERCH6864,AUTH150026,2026-01-05
TXN00000284,2026-01-04 14:56:50.370239,2026-01-05 01:56:50.370239,3.14,EUR,SETTLED,GB,5411,3782827691931213,MERCH7713,AUTH517754,2026-01-05
TXN00000285,2026-01-04 14:27:44.370239,2026-01-04 18:27:44.370239,492.53,USD,SETTLED,AU,5411,3782828322868827,MERCH5839,AUTH203782,2026-01-04
TXN00000286,2026-01-04 14:36:27.370239,2026-01-05 03:36:27.370239,1.07,USD,PENDING,US,5812,4111116656646925,MERCH3627,AUTH824087,
TXN00000287,2026-01-04 16:03:24.370239,2026-01-05 09:03:24.370239,16.0,EUR,SETTLED,AU,5541,5123456469458472,MERCH1645,AUTH271276,2026-01-05
TXN00000288,2026-01-04 15:52:55.370239,2026-01-04 16:52:55.370239,48.54,USD,SETTLED,DE,5541,3782829504724761,MERCH9980,AUTH162952,2026-01-04
TXN00000289,2026-01-04 14:34:48.370239,2026-01-05 12:34:48.370239,30.61,CAD,SETTLED,DE,5541,5123458809871735,MERCH9132,AUTH325933,2026-01-05
TXN00000290,2026-01-04 14:58:01.370239,2026-01-05 08:58:01.370239,7.89,USD,SETTLED,AU,5812,3782824455798713,MERCH4402,AUTH953350,2026-01-05
TXN00000291,2026-01-04 14:35:58.370239,2026-01-05 05:35:58.370239,14.7,EUR,SETTLED,DE,5541,5432102247484671,MERCH8875,AUTH366642,2026-01-05
TXN00000292,2026-01-04 14:31:03.370239,2026-01-05 04:31:03.370239,9.59,USD,SETTLED,GB,5999,3782824067213499,MERCH6416,AUTH599687,2026-01-05
TXN00000293,2026-01-04 16:24:08.370239,2026-01-04 18:24:08.370239,8.3,USD,SETTLED,AU,5812,4242423057629778,MERCH4842,AUTH979725,2026-01-04
TXN00000294,2026-01-04 15:11:52.370239,2026-01-04 22:11:52.370239,71.84,GBP,SETTLED,GB,5999,4111117608141858,MERCH1044,AUTH760458,2026-01-04
TXN00000295,2026-01-04 14:36:26.370239,2026-01-05 07:36:26.370239,34.31,EUR,SETTLED,GB,5812,5432108285000265,MERCH1208,AUTH200979,2026-01-05
TXN00000296,2026-01-04 15:36:57.370239,2026-01-05 03:36:57.370239,7.1,CAD,SETTLED,CA,5541,5432101589582865,MERCH2458,AUTH571706,2026-01-05
TXN00000297,2026-01-04 14:59:15.370239,2026-01-05 10:59:15.370239,77.43,USD,SETTLED,AU,5999,4242423520417815,MERCH2809,AUTH880762,2026-01-05
TXN00000298,2026-01-04 15:04:47.370239,2026-01-05 07:04:47.370239,31.85,USD,SETTLED,DE,5999,3782822041349374,MERCH9095,AUTH450912,2026-01-05
TXN00000299,2026-01-04 15:58:06.370239,2026-01-05 12:58:06.370239,67.99,GBP,SETTLED,GB,5999,4111113280805846,MERCH3443,AUTH372387,2026-01-05
TXN00000300,2026-01-04 15:33:02.370239,2026-01-05 06:33:02.370239,51.65,EUR,SETTLED,CA,5812,5432103739951076,MERCH2475,AUTH478496,2026-01-05
TXN00000301,2026-01-04 14:56:01.370239,2026-01-04 16:56:01.370239,5.79,USD,SETTLED,AU,7011,4111111225447588,MERCH9383,AUTH477808,2026-01-04
TXN00000302,2026-01-04 15:40:23.370239,2026-01-04 22:40:23.370239,8.67,USD,SETTLED,AU,5541,5432107070083150,MERCH2229,AUTH687569,2026-01-04
TXN00000303,2026-01-04 14:44:49.370239,2026-01-04 23:44:49.370239,61.62,USD,SETTLED,US,5999,3782828375996697,MERCH2659,AUTH684572,2026-01-04
TXN00000304,2026-01-04 16:05:31.370239,2026-01-05 10:05:31.370239,5018.0,JPY,SETTLED,US,7011,5432104310415016,MERCH5192,AUTH949363,2026-01-05
TXN00000305,2026-01-04 15:44:43.370239,2026-01-04 20:44:43.370239,19.47,USD,SETTLED,GB,5541,5432104990452762,MERCH4787,AUTH370233,2026-01-04
TXN00000306,2026-01-04 15:45:26.370239,2026-01-05 01:45:26.370239,23.95,USD,SETTLED,US,5541,5123459067664957,MERCH8483,AUTH460857,2026-01-05
TXN00000307,2026-01-04 15:31:18.370239,2026-01-05 06:31:18.370239,136.52,USD,SETTLED,GB,5999,3782829434946584,MERCH5850,AUTH120798,2026-01-05
TXN00000308,2026-01-04 14:59:56.370239,2026-01-05 13:59:56.370239,8.27,USD,SETTLED,DE,5999,4242426674372082,MERCH5327,AUTH531762,2026-01-05
TXN00000309,2026-01-04 16:13:53.370239,2026-01-05 08:13:53.370239,45.63,USD,SETTLED,GB,5812,4242423774110439,MERCH8606,AUTH227126,2026-01-05
TXN00000310,2026-01-04 15:31:20.370239,2026-01-04 19:31:20.370239,14.83,EUR,SETTLED,US,7011,3782829974165440,MERCH1820,AUTH468145,2026-01-04
TXN00000311,2026-01-04 16:17:01.370239,2026-01-04 17:17:01.370239,14.49,USD,SETTLED,DE,7011,4242423465883999,MERCH2635,AUTH812597,2026-01-04
TXN00000312,2026-01-04 15:22:20.370239,2026-01-05 12:22:20.370239,104.39,GBP,SETTLED,US,5999,3782825022964382,MERCH3862,AUTH734992,2026-01-05
TXN00000313,2026-01-04 14:52:45.370239,2026-01-05 10:52:45.370239,69.28,USD,SETTLED,GB,5541,4242426046864799,MERCH1646,AUTH308622,2026-01-05
TXN00000314,2026-01-04 14:39:38.370239,2026-01-04 22:39:38.370239,68.05,EUR,SETTLED,CA,5999,5123454949801453,MERCH5760,AUTH704875,2026-01-04
TXN00000315,2026-01-04 14:40:00.370239,2026-01-05 13:40:00.370239,14234.0,JPY,SETTLED,AU,5541,4242423127657643,MERCH6901,AUTH703869,2026-01-05
TXN00000316,2026-01-04 15:56:44.370239,2026-01-04 21:56:44.370239,20.73,EUR,SETTLED,US,5541,5432109272277508,MERCH6123,AUTH781433,2026-01-04
TXN00000317,2026-01-04 15:25:37.370239,2026-01-05 01:25:37.370239,55.86,EUR,SETTLED,GB,5999,3782824765583254,MERCH7979,AUTH780663,2026-01-05
TXN00000318,2026-01-04 15:15:08.370239,2026-01-05 09:15:08.370239,12.61,USD,SETTLED,DE,5411,4111115334769475,MERCH2898,AUTH664593,2026-01-05
TXN00000319,2026-01-04 15:24:35.370239,2026-01-04 16:24:35.370239,32.66,USD,SETTLED,US,7011,4111119516893896,MERCH2556,AUTH283017,2026-01-04
TXN00000320,2026-01-04 15:22:53.370239,2026-01-05 09:22:53.370239,16.52,EUR,SETTLED,US,5541,3782826517150278,MERCH1751,AUTH918213,2026-01-05
TXN00000321,2026-01-04 15:30:31.370239,2026-01-05 05:30:31.370239,23.23,CAD,SETTLED,AU,5541,5123455031086659,MERCH1158,AUTH398433,2026-01-05
TXN00000322,2026-01-04 16:24:42.370239,2026-01-04 19:24:42.370239,49.04,EUR,SETTLED,GB,5411,4242427305101214,MERCH3267,AUTH472358,2026-01-04
TXN00000323,2026-01-04 16:06:18.370239,2026-01-05 00:06:18.370239,5.89,EUR,SETTLED,CA,5812,5123455778781449,MERCH3793,AUTH440881,2026-01-05
TXN00000324,2026-01-04 14:34:09.370239,2026-01-04 18:34:09.370239,463.4,GBP,SETTLED,DE,5411,4111111799718923,MERCH6384,AUTH805893,2026-01-04
TXN00000325,2026-01-04 15:58:42.370239,2026-01-05 06:58:42.370239,4.44,USD,SETTLED,GB,5411,3782828458717057,MERCH6857,AUTH635239,2026-01-05
